Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 07/22  01:00:00,5504338.596677196,5504338.596677196,0.0 
 07/22  02:00:00,5504338.596677196,5504338.596677196,0.0 
 07/22  03:00:00,5504338.596677196,5504338.596677196,0.0 
 07/22  04:00:00,5504338.596677196,5504338.596677196,0.0 
 07/22  05:00:00,5252068.596677196,5252068.596677196,0.0 
 07/22  06:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  07:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  08:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  09:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  10:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  11:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  12:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  13:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  14:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  15:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  16:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  17:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  18:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  19:00:00,4495258.596677196,4495258.596677196,0.0 
 07/22  20:00:00,5544343.596677196,5544343.596677196,0.0 
 07/22  21:00:00,5894038.596677196,5894038.596677196,0.0 
 07/22  22:00:00,5894038.596677196,5894038.596677196,0.0 
 07/22  23:00:00,5894038.596677196,5894038.596677196,0.0 
 07/22  24:00:00,5504338.596677196,5504338.596677196,0.0 
 07/23  01:00:00,5504338.596677196,5504338.596677196,0.0 
 07/23  02:00:00,5504338.596677196,5504338.596677196,0.0 
 07/23  03:00:00,5504338.596677196,5504338.596677196,0.0 
 07/23  04:00:00,5504338.596677196,5504338.596677196,0.0 
 07/23  05:00:00,5252068.596677196,5252068.596677196,0.0 
 07/23  06:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  07:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  08:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  09:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  10:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  11:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  12:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  13:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  14:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  15:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  16:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  17:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  18:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  19:00:00,4495258.596677196,4495258.596677196,0.0 
 07/23  20:00:00,5544343.596677196,5544343.596677196,0.0 
 07/23  21:00:00,5894038.596677196,5894038.596677196,0.0 
 07/23  22:00:00,5894038.596677196,5894038.596677196,0.0 
 07/23  23:00:00,5894038.596677196,5894038.596677196,0.0 
 07/23  24:00:00,8569604.825749658,8569604.82574966,0.0 
 07/24  01:00:00,8569604.825749658,8569604.82574966,0.0 
 07/24  02:00:00,8569604.825749658,8569604.82574966,0.0 
 07/24  03:00:00,8569604.825749658,8569604.82574966,0.0 
 07/24  04:00:00,8569604.825749658,8569604.82574966,0.0 
 07/24  05:00:00,8317334.825749658,8317334.82574966,0.0 
 07/24  06:00:00,18603990.624508217,18603990.62450822,0.0 
 07/24  07:00:00,19380047.894994702,19380047.894994706,0.0 
 07/24  08:00:00,30148688.191120774,30148688.191120774,0.0 
 07/24  09:00:00,30820293.58369047,30820293.58369047,0.0 
 07/24  10:00:00,30192832.441654537,30192832.441654533,0.0 
 07/24  11:00:00,31917535.681860514,31917535.68186051,0.0 
 07/24  12:00:00,27973928.45531488,27973928.455314875,0.0 
 07/24  13:00:00,32112164.83548929,32112164.835489288,0.0 
 07/24  14:00:00,31035146.567845665,31035146.567845665,0.0 
 07/24  15:00:00,32387165.489012234,32387165.48901223,0.0 
 07/24  16:00:00,32439349.6873213,32439349.687321305,0.0 
 07/24  17:00:00,21086606.061521992,21086606.061521985,0.0 
 07/24  18:00:00,14559695.199233549,14559695.19923355,0.0 
 07/24  19:00:00,8464310.206845865,8464310.206845867,0.0 
 07/24  20:00:00,8644403.526704427,8644403.526704427,0.0 
 07/24  21:00:00,8999331.820964705,8999331.820964705,0.0 
 07/24  22:00:00,8113188.731125657,8113188.731125657,0.0 
 07/24  23:00:00,6365454.451684226,6365454.451684226,0.0 
 07/24  24:00:00,8569604.825749658,8569604.82574966,0.0 
 07/25  01:00:00,8569604.825749658,8569604.82574966,0.0 
 07/25  02:00:00,8569604.825749658,8569604.82574966,0.0 
 07/25  03:00:00,8569604.825749658,8569604.82574966,0.0 
 07/25  04:00:00,8569604.825749658,8569604.82574966,0.0 
 07/25  05:00:00,8317334.825749658,8317334.82574966,0.0 
 07/25  06:00:00,18232434.441889647,18232434.44188965,0.0 
 07/25  07:00:00,19020294.84277834,19020294.84277834,0.0 
 07/25  08:00:00,31100073.673983775,31100073.673983775,0.0 
 07/25  09:00:00,32283344.357529722,32283344.357529722,0.0 
 07/25  10:00:00,32009748.120006897,32009748.120006893,0.0 
 07/25  11:00:00,33941482.950717464,33941482.95071747,0.0 
 07/25  12:00:00,30603168.325262267,30603168.325262267,0.0 
 07/25  13:00:00,34988492.30211828,34988492.30211829,0.0 
 07/25  14:00:00,34164007.0481803,34164007.0481803,0.0 
 07/25  15:00:00,36025090.65465989,36025090.65465989,0.0 
 07/25  16:00:00,36508691.285962045,36508691.285962045,0.0 
 07/25  17:00:00,25690778.951797806,25690778.951797806,0.0 
 07/25  18:00:00,14166189.92038014,14166189.920380142,0.0 
 07/25  19:00:00,8173850.240968054,8173850.240968054,0.0 
 07/25  20:00:00,8635492.640972693,8635492.640972693,0.0 
 07/25  21:00:00,8999331.820964705,8999331.820964705,0.0 
 07/25  22:00:00,8113188.731125657,8113188.731125657,0.0 
 07/25  23:00:00,6365454.451684226,6365454.451684226,0.0 
 07/25  24:00:00,8569604.825749658,8569604.82574966,0.0 
 07/26  01:00:00,8569604.825749658,8569604.82574966,0.0 
 07/26  02:00:00,8569604.825749658,8569604.82574966,0.0 
 07/26  03:00:00,8569604.825749658,8569604.82574966,0.0 
 07/26  04:00:00,8569604.825749658,8569604.82574966,0.0 
 07/26  05:00:00,8317334.825749658,8317334.82574966,0.0 
 07/26  06:00:00,18717368.31923458,18717368.31923458,0.0 
 07/26  07:00:00,19716436.608018763,19716436.608018763,0.0 
 07/26  08:00:00,33631691.983070046,33631691.983070046,0.0 
 07/26  09:00:00,34763281.204948455,34763281.204948455,0.0 
 07/26  10:00:00,34548589.421627246,34548589.421627246,0.0 
 07/26  11:00:00,36598004.8129271,36598004.8129271,0.0 
 07/26  12:00:00,33620338.806301996,33620338.806301996,0.0 
 07/26  13:00:00,37619952.63261473,37619952.63261473,0.0 
 07/26  14:00:00,36552971.08912663,36552971.08912662,0.0 
 07/26  15:00:00,37843215.43313633,37843215.43313633,0.0 
 07/26  16:00:00,35869346.56793313,35869346.56793313,0.0 
 07/26  17:00:00,23957686.233834565,23957686.23383457,0.0 
 07/26  18:00:00,14143272.134701071,14143272.134701073,0.0 
 07/26  19:00:00,8164133.111167737,8164133.111167737,0.0 
 07/26  20:00:00,8635663.505770907,8635663.505770907,0.0 
 07/26  21:00:00,8999331.820964705,8999331.820964705,0.0 
 07/26  22:00:00,8113188.731125657,8113188.731125657,0.0 
 07/26  23:00:00,6365454.451684226,6365454.451684226,0.0 
 07/26  24:00:00,8569604.825749658,8569604.82574966,0.0 
 07/27  01:00:00,8569604.825749658,8569604.82574966,0.0 
 07/27  02:00:00,8569604.825749658,8569604.825749658,0.0 
 07/27  03:00:00,8569604.825749658,8569604.82574966,0.0 
 07/27  04:00:00,8569604.825749658,8569604.82574966,0.0 
 07/27  05:00:00,8317334.825749658,8317334.82574966,0.0 
 07/27  06:00:00,19135701.51054738,19135701.510547385,0.0 
 07/27  07:00:00,20043039.03571368,20043039.03571368,0.0 
 07/27  08:00:00,33493447.334422536,33493447.334422536,0.0 
 07/27  09:00:00,34223965.62921918,34223965.629219174,0.0 
 07/27  10:00:00,33395565.33711445,33395565.337114442,0.0 
 07/27  11:00:00,35497540.96377568,35497540.96377568,0.0 
 07/27  12:00:00,32250157.111158364,32250157.111158364,0.0 
 07/27  13:00:00,35637071.01453361,35637071.01453361,0.0 
 07/27  14:00:00,34420583.049184635,34420583.049184635,0.0 
 07/27  15:00:00,36221040.9101893,36221040.9101893,0.0 
 07/27  16:00:00,35976291.23550662,35976291.235506624,0.0 
 07/27  17:00:00,25118453.262414638,25118453.262414634,0.0 
 07/27  18:00:00,14497273.274291191,14497273.274291195,0.0 
 07/27  19:00:00,8489669.948692497,8489669.948692497,0.0 
 07/27  20:00:00,8645967.642947517,8645967.642947515,0.0 
 07/27  21:00:00,8999331.820964705,8999331.820964705,0.0 
 07/27  22:00:00,8113188.731125657,8113188.731125657,0.0 
 07/27  23:00:00,6365454.451684226,6365454.451684226,0.0 
 07/27  24:00:00,8569604.825749658,8569604.82574966,0.0 
 07/28  01:00:00,8569604.825749658,8569604.82574966,0.0 
 07/28  02:00:00,8569604.825749658,8569604.82574966,0.0 
 07/28  03:00:00,8569604.825749658,8569604.82574966,0.0 
 07/28  04:00:00,8569604.825749658,8569604.82574966,0.0 
 07/28  05:00:00,8317334.825749658,8317334.82574966,0.0 
 07/28  06:00:00,19478323.533520386,19478323.53352039,0.0 
 07/28  07:00:00,19760887.840623766,19760887.84062377,0.0 
 07/28  08:00:00,33049680.441791423,33049680.441791423,0.0 
 07/28  09:00:00,33761346.716562964,33761346.716562964,0.0 
 07/28  10:00:00,33021192.74775981,33021192.7477598,0.0 
 07/28  11:00:00,35116237.11346841,35116237.11346841,0.0 
 07/28  12:00:00,31862077.69926673,31862077.69926673,0.0 
 07/28  13:00:00,35986738.23914196,35986738.23914196,0.0 
 07/28  14:00:00,34972410.14545249,34972410.1454525,0.0 
 07/28  15:00:00,36358904.63784072,36358904.63784072,0.0 
 07/28  16:00:00,36018805.69902776,36018805.69902777,0.0 
 07/28  17:00:00,23575894.985254016,23575894.985254016,0.0 
 07/28  18:00:00,14609062.173767235,14609062.173767239,0.0 
 07/28  19:00:00,8538150.47898085,8538150.478980852,0.0 
 07/28  20:00:00,8999331.820964705,8999331.820964705,0.0 
 07/28  21:00:00,8999331.820964705,8999331.820964705,0.0 
 07/28  22:00:00,8113188.731125657,8113188.731125657,0.0 
 07/28  23:00:00,6365454.451684226,6365454.451684226,0.0 
 07/28  24:00:00,5504338.596677196,5504338.596677196,0.0 
 07/29  01:00:00,5504338.596677196,5504338.596677196,0.0 
 07/29  02:00:00,5504338.596677196,5504338.596677196,0.0 
 07/29  03:00:00,5504338.596677196,5504338.596677196,0.0 
 07/29  04:00:00,5504338.596677196,5504338.596677196,0.0 
 07/29  05:00:00,5504338.596677196,5504338.596677196,0.0 
 07/29  06:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  07:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  08:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  09:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  10:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  11:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  12:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  13:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  14:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  15:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  16:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  17:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  18:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  19:00:00,4495258.596677196,4495258.596677196,0.0 
 07/29  20:00:00,5894038.596677196,5894038.596677196,0.0 
 07/29  21:00:00,5894038.596677196,5894038.596677196,0.0 
 07/29  22:00:00,5894038.596677196,5894038.596677196,0.0 
 07/29  23:00:00,5894038.596677196,5894038.596677196,0.0 
 07/29  24:00:00,5504338.596677196,5504338.596677196,0.0 
 07/30  01:00:00,5504338.596677196,5504338.596677196,0.0 
 07/30  02:00:00,5504338.596677196,5504338.596677196,0.0 
 07/30  03:00:00,5504338.596677196,5504338.596677196,0.0 
 07/30  04:00:00,5504338.596677196,5504338.596677196,0.0 
 07/30  05:00:00,5504338.596677196,5504338.596677196,0.0 
 07/30  06:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  07:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  08:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  09:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  10:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  11:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  12:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  13:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  14:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  15:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  16:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  17:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  18:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  19:00:00,4495258.596677196,4495258.596677196,0.0 
 07/30  20:00:00,5894038.596677196,5894038.596677196,0.0 
 07/30  21:00:00,5894038.596677196,5894038.596677196,0.0 
 07/30  22:00:00,5894038.596677196,5894038.596677196,0.0 
 07/30  23:00:00,5894038.596677196,5894038.596677196,0.0 
 07/30  24:00:00,8569604.825749658,8569604.82574966,0.0 
 07/31  01:00:00,8569604.825749658,8569604.82574966,0.0 
 07/31  02:00:00,8569604.825749658,8569604.82574966,0.0 
 07/31  03:00:00,8569604.825749658,8569604.82574966,0.0 
 07/31  04:00:00,8569604.825749658,8569604.82574966,0.0 
 07/31  05:00:00,8569604.825749658,8569604.82574966,0.0 
 07/31  06:00:00,21586781.89193636,21586781.891936366,0.0 
 07/31  07:00:00,22782243.064143337,22782243.064143337,0.0 
 07/31  08:00:00,35940319.380356215,35940319.38035621,0.0 
 07/31  09:00:00,37652869.32761631,37652869.32761632,0.0 
 07/31  10:00:00,38102122.710026056,38102122.710026056,0.0 
 07/31  11:00:00,40122878.21639238,40122878.21639238,0.0 
 07/31  12:00:00,37094187.19808836,37094187.19808836,0.0 
 07/31  13:00:00,40559549.98777036,40559549.98777036,0.0 
 07/31  14:00:00,39641777.79507416,39641777.79507415,0.0 
 07/31  15:00:00,38742540.67957021,38742540.67957022,0.0 
 07/31  16:00:00,38277537.107579604,38277537.107579604,0.0 
 07/31  17:00:00,28738458.11517159,28738458.115171593,0.0 
 07/31  18:00:00,14108575.565897912,14108575.565897914,0.0 
 07/31  19:00:00,8444315.03047337,8444315.03047337,0.0 
 07/31  20:00:00,8999331.820964705,8999331.820964705,0.0 
 07/31  21:00:00,8999331.820964705,8999331.820964705,0.0 
 07/31  22:00:00,8113188.731125657,8113188.731125657,0.0 
 07/31  23:00:00,6365454.451684226,6365454.451684226,0.0 
 07/31  24:00:00,8569604.825749658,8569604.82574966,0.0 
 08/01  01:00:00,8569604.825749658,8569604.82574966,0.0 
 08/01  02:00:00,8569604.825749658,8569604.82574966,0.0 
 08/01  03:00:00,8569604.825749658,8569604.82574966,0.0 
 08/01  04:00:00,8569604.825749658,8569604.82574966,0.0 
 08/01  05:00:00,8569604.825749658,8569604.82574966,0.0 
 08/01  06:00:00,21962824.69443421,21962824.694434214,0.0 
 08/01  07:00:00,22667293.9283584,22667293.928358395,0.0 
 08/01  08:00:00,35828283.475584246,35828283.475584246,0.0 
 08/01  09:00:00,36977419.23450397,36977419.23450397,0.0 
 08/01  10:00:00,37221391.01505567,37221391.01505567,0.0 
 08/01  11:00:00,39323835.04361813,39323835.04361813,0.0 
 08/01  12:00:00,36158765.39949547,36158765.39949547,0.0 
 08/01  13:00:00,40278660.518013656,40278660.518013656,0.0 
 08/01  14:00:00,39503647.69793553,39503647.69793552,0.0 
 08/01  15:00:00,41081522.70356598,41081522.70356598,0.0 
 08/01  16:00:00,39521135.62970863,39521135.62970864,0.0 
 08/01  17:00:00,27376916.38738931,27376916.38738931,0.0 
 08/01  18:00:00,14474294.669284273,14474294.669284277,0.0 
 08/01  19:00:00,8449029.958722541,8449029.958722541,0.0 
 08/01  20:00:00,8999331.820964705,8999331.820964705,0.0 
 08/01  21:00:00,8999331.820964705,8999331.820964705,0.0 
 08/01  22:00:00,8113188.731125657,8113188.731125657,0.0 
 08/01  23:00:00,6365454.451684226,6365454.451684226,0.0 
 08/01  24:00:00,8569604.825749658,8569604.82574966,0.0 
 08/02  01:00:00,8569604.825749658,8569604.82574966,0.0 
 08/02  02:00:00,8569604.825749658,8569604.82574966,0.0 
 08/02  03:00:00,8569604.825749658,8569604.82574966,0.0 
 08/02  04:00:00,8569604.825749658,8569604.82574966,0.0 
 08/02  05:00:00,8569604.825749658,8569604.82574966,0.0 
 08/02  06:00:00,22648554.592082903,22648554.592082903,0.0 
 08/02  07:00:00,23483390.51229255,23483390.512292553,0.0 
 08/02  08:00:00,37570696.83990441,37570696.839904405,0.0 
 08/02  09:00:00,38906777.152321704,38906777.152321704,0.0 
 08/02  10:00:00,38955035.74436996,38955035.74436996,0.0 
 08/02  11:00:00,40902566.03936693,40902566.03936693,0.0 
 08/02  12:00:00,38082377.09714263,38082377.09714262,0.0 
 08/02  13:00:00,41348883.27469989,41348883.2746999,0.0 
 08/02  14:00:00,38684046.925962076,38684046.92596208,0.0 
 08/02  15:00:00,39905461.5317301,39905461.5317301,0.0 
 08/02  16:00:00,39307791.10956347,39307791.10956347,0.0 
 08/02  17:00:00,27383929.858675964,27383929.858675964,0.0 
 08/02  18:00:00,14077398.961269364,14077398.961269366,0.0 
 08/02  19:00:00,8425098.164278813,8425098.164278813,0.0 
 08/02  20:00:00,8999331.820964705,8999331.820964705,0.0 
 08/02  21:00:00,8999331.820964705,8999331.820964705,0.0 
 08/02  22:00:00,8113188.731125657,8113188.731125657,0.0 
 08/02  23:00:00,6365454.451684226,6365454.451684226,0.0 
 08/02  24:00:00,8569604.825749658,8569604.82574966,0.0 
 08/03  01:00:00,8569604.825749658,8569604.82574966,0.0 
 08/03  02:00:00,8569604.825749658,8569604.82574966,0.0 
 08/03  03:00:00,8569604.825749658,8569604.82574966,0.0 
 08/03  04:00:00,8569604.825749658,8569604.82574966,0.0 
 08/03  05:00:00,8569604.825749658,8569604.82574966,0.0 
 08/03  06:00:00,22534862.59240832,22534862.59240832,0.0 
 08/03  07:00:00,23452663.49982467,23452663.499824673,0.0 
 08/03  08:00:00,36932825.48067886,36932825.48067886,0.0 
 08/03  09:00:00,37838748.40729914,37838748.40729913,0.0 
 08/03  10:00:00,37925191.362861305,37925191.36286131,0.0 
 08/03  11:00:00,40278011.65359396,40278011.65359396,0.0 
 08/03  12:00:00,37563327.2856579,37563327.28565789,0.0 
 08/03  13:00:00,41630927.136887304,41630927.136887304,0.0 
 08/03  14:00:00,40847748.59510247,40847748.59510247,0.0 
 08/03  15:00:00,42834307.19105229,42834307.19105229,0.0 
 08/03  16:00:00,43121042.70986705,43121042.70986706,0.0 
 08/03  17:00:00,32637146.04354219,32637146.0435422,0.0 
 08/03  18:00:00,14125006.540729526,14125006.54072953,0.0 
 08/03  19:00:00,8431396.46372836,8431396.46372836,0.0 
 08/03  20:00:00,8999331.820964705,8999331.820964705,0.0 
 08/03  21:00:00,8999331.820964705,8999331.820964705,0.0 
 08/03  22:00:00,8113188.731125657,8113188.731125657,0.0 
 08/03  23:00:00,6365454.451684226,6365454.451684226,0.0 
 08/03  24:00:00,8569604.825749658,8569604.82574966,0.0 
 08/04  01:00:00,8569604.825749658,8569604.82574966,0.0 
 08/04  02:00:00,8569604.825749658,8569604.82574966,0.0 
 08/04  03:00:00,8569604.825749658,8569604.82574966,0.0 
 08/04  04:00:00,8569604.825749658,8569604.82574966,0.0 
 08/04  05:00:00,8569604.825749658,8569604.82574966,0.0 
 08/04  06:00:00,24194566.06633473,24194566.06633473,0.0 
 08/04  07:00:00,25214744.581356373,25214744.581356376,0.0 
 08/04  08:00:00,38571820.563068315,38571820.563068315,0.0 
 08/04  09:00:00,39687401.369780056,39687401.36978007,0.0 
 08/04  10:00:00,39579926.3446397,39579926.34463969,0.0 
 08/04  11:00:00,41704057.1383246,41704057.1383246,0.0 
 08/04  12:00:00,39417720.35644563,39417720.356445625,0.0 
 08/04  13:00:00,43211659.30957332,43211659.309573315,0.0 
 08/04  14:00:00,41998417.04886864,41998417.048868634,0.0 
 08/04  15:00:00,43152160.93034587,43152160.93034588,0.0 
 08/04  16:00:00,43386804.97188485,43386804.97188485,0.0 
 08/04  17:00:00,32234192.080826513,32234192.080826517,0.0 
 08/04  18:00:00,14471424.918391122,14471424.918391123,0.0 
 08/04  19:00:00,8471700.194630647,8471700.194630647,0.0 
 08/04  20:00:00,8999331.820964705,8999331.820964705,0.0 
 08/04  21:00:00,8999331.820964705,8999331.820964705,0.0 
 08/04  22:00:00,8113188.731125657,8113188.731125657,0.0 
 08/04  23:00:00,6365454.451684226,6365454.451684226,0.0 
 08/04  24:00:00,5504338.596677196,5504338.596677196,0.0 
 08/05  01:00:00,5504338.596677196,5504338.596677196,0.0 
 08/05  02:00:00,5504338.596677196,5504338.596677196,0.0 
 08/05  03:00:00,5504338.596677196,5504338.596677196,0.0 
 08/05  04:00:00,5504338.596677196,5504338.596677196,0.0 
 08/05  05:00:00,5504338.596677196,5504338.596677196,0.0 
 08/05  06:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  07:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  08:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  09:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  10:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  11:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  12:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  13:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  14:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  15:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  16:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  17:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  18:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  19:00:00,4495258.596677196,4495258.596677196,0.0 
 08/05  20:00:00,5894038.596677196,5894038.596677196,0.0 
 08/05  21:00:00,5894038.596677196,5894038.596677196,0.0 
 08/05  22:00:00,5894038.596677196,5894038.596677196,0.0 
 08/05  23:00:00,5894038.596677196,5894038.596677196,0.0 
 08/05  24:00:00,5504338.596677196,5504338.596677196,0.0 
 08/06  01:00:00,5504338.596677196,5504338.596677196,0.0 
 08/06  02:00:00,5504338.596677196,5504338.596677196,0.0 
 08/06  03:00:00,5504338.596677196,5504338.596677196,0.0 
 08/06  04:00:00,5504338.596677196,5504338.596677196,0.0 
 08/06  05:00:00,5504338.596677196,5504338.596677196,0.0 
 08/06  06:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  07:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  08:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  09:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  10:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  11:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  12:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  13:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  14:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  15:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  16:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  17:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  18:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  19:00:00,4495258.596677196,4495258.596677196,0.0 
 08/06  20:00:00,5894038.596677196,5894038.596677196,0.0 
 08/06  21:00:00,5894038.596677196,5894038.596677196,0.0 
 08/06  22:00:00,5894038.596677196,5894038.596677196,0.0 
 08/06  23:00:00,5894038.596677196,5894038.596677196,0.0 
 08/06  24:00:00,8569604.825749658,8569604.82574966,0.0 
 08/07  01:00:00,8569604.825749658,8569604.82574966,0.0 
 08/07  02:00:00,8569604.825749658,8569604.82574966,0.0 
 08/07  03:00:00,8569604.825749658,8569604.82574966,0.0 
 08/07  04:00:00,8569604.825749658,8569604.82574966,0.0 
 08/07  05:00:00,8569604.825749658,8569604.82574966,0.0 
 08/07  06:00:00,28886667.98102672,28886667.98102672,0.0 
 08/07  07:00:00,28983981.522834912,28983981.522834912,0.0 
 08/07  08:00:00,41544342.21824801,41544342.21824801,0.0 
 08/07  09:00:00,42593283.60394355,42593283.60394354,0.0 
 08/07  10:00:00,42490166.23714769,42490166.23714769,0.0 
 08/07  11:00:00,44521114.832255796,44521114.832255796,0.0 
 08/07  12:00:00,42373385.91833327,42373385.91833328,0.0 
 08/07  13:00:00,45222787.1459957,45222787.1459957,0.0 
 08/07  14:00:00,44340611.5141107,44340611.5141107,0.0 
 08/07  15:00:00,46031797.25257486,46031797.25257486,0.0 
 08/07  16:00:00,46217913.871586934,46217913.871586934,0.0 
 08/07  17:00:00,35341563.86379913,35341563.86379913,0.0 
 08/07  18:00:00,14106660.936333103,14106660.936333105,0.0 
 08/07  19:00:00,8452684.102766326,8452684.102766328,0.0 
 08/07  20:00:00,8999331.820964705,8999331.820964705,0.0 
 08/07  21:00:00,8999331.820964705,8999331.820964705,0.0 
 08/07  22:00:00,8113188.731125657,8113188.731125657,0.0 
 08/07  23:00:00,6365454.451684226,6365454.451684226,0.0 
 08/07  24:00:00,8569604.825749658,8569604.82574966,0.0 
 08/08  01:00:00,8569604.825749658,8569604.82574966,0.0 
 08/08  02:00:00,8569604.825749658,8569604.82574966,0.0 
 08/08  03:00:00,8569604.825749658,8569604.82574966,0.0 
 08/08  04:00:00,8569604.825749658,8569604.82574966,0.0 
 08/08  05:00:00,8569604.825749658,8569604.82574966,0.0 
 08/08  06:00:00,25880007.36198418,25880007.36198418,0.0 
 08/08  07:00:00,26559809.736787863,26559809.736787863,0.0 
 08/08  08:00:00,39712971.98490752,39712971.98490752,0.0 
 08/08  09:00:00,40972432.36685064,40972432.36685063,0.0 
 08/08  10:00:00,40849548.7710145,40849548.7710145,0.0 
 08/08  11:00:00,43065084.98725905,43065084.98725905,0.0 
 08/08  12:00:00,40375440.81067131,40375440.81067131,0.0 
 08/08  13:00:00,43941089.593996845,43941089.59399684,0.0 
 08/08  14:00:00,43425989.61477279,43425989.61477279,0.0 
 08/08  15:00:00,43888788.08461127,43888788.08461127,0.0 
 08/08  16:00:00,42942835.99821583,42942835.99821584,0.0 
 08/08  17:00:00,31166144.68876706,31166144.68876706,0.0 
 08/08  18:00:00,14157330.392242627,14157330.392242631,0.0 
 08/08  19:00:00,8539420.300422201,8539420.300422201,0.0 
 08/08  20:00:00,8999331.820964705,8999331.820964705,0.0 
 08/08  21:00:00,8999331.820964705,8999331.820964705,0.0 
 08/08  22:00:00,8113188.731125657,8113188.731125657,0.0 
 08/08  23:00:00,6365454.451684226,6365454.451684226,0.0 
 08/08  24:00:00,8569604.825749658,8569604.82574966,0.0 
 08/09  01:00:00,8569604.825749658,8569604.82574966,0.0 
 08/09  02:00:00,8569604.825749658,8569604.82574966,0.0 
 08/09  03:00:00,8569604.825749658,8569604.82574966,0.0 
